,ANO,COD_MUNICIPIO,MUNICIPIO,ACCESOS_FIJOS,POBLACION,INDICADOR_INTERNET,Acueducto,Alcantarillado,Energiaelectrica,Gasnatural,PERIODO,ESTU_COD_RESIDE_MCPIO,PUNT_LECTURA_CRITICA_MIN,PUNT_LECTURA_CRITICA_Q25,PUNT_LECTURA_CRITICA_MEAN,PUNT_LECTURA_CRITICA_MEDIAN,PUNT_LECTURA_CRITICA_Q75,PUNT_LECTURA_CRITICA_MAX,PUNT_LECTURA_CRITICA_STD,PUNT_MATEMATICAS_MIN,PUNT_MATEMATICAS_Q25,PUNT_MATEMATICAS_MEAN,PUNT_MATEMATICAS_MEDIAN,PUNT_MATEMATICAS_Q75,PUNT_MATEMATICAS_MAX,PUNT_MATEMATICAS_STD,PUNT_C_NATURALES_MIN,PUNT_C_NATURALES_Q25,PUNT_C_NATURALES_MEAN,PUNT_C_NATURALES_MEDIAN,PUNT_C_NATURALES_Q75,PUNT_C_NATURALES_MAX,PUNT_C_NATURALES_STD,PUNT_SOCIALES_CIUDADANAS_MIN,PUNT_SOCIALES_CIUDADANAS_Q25,PUNT_SOCIALES_CIUDADANAS_MEAN,PUNT_SOCIALES_CIUDADANAS_MEDIAN,PUNT_SOCIALES_CIUDADANAS_Q75,PUNT_SOCIALES_CIUDADANAS_MAX,PUNT_SOCIALES_CIUDADANAS_STD,PUNT_INGLES_MIN,PUNT_INGLES_Q25,PUNT_INGLES_MEAN,PUNT_INGLES_MEDIAN,PUNT_INGLES_Q75,PUNT_INGLES_MAX,PUNT_INGLES_STD,PUNT_GLOBAL_MIN,PUNT_GLOBAL_Q25,PUNT_GLOBAL_MEAN,PUNT_GLOBAL_MEDIAN,PUNT_GLOBAL_Q75,PUNT_GLOBAL_MAX,PUNT_GLOBAL_STD,INDICADOR_ACUEDUCTO,INDICADOR_ALCANTARILLADO,INDICADOR_ENERGIA_ELECTRICA,INDICADOR_GAS_NATURAL,KmDist
297,2019,25815,TOCAIMA,932,16136,0.0578,5502,4172,5109,4101,2019,25815,25,40.75,48.59615384615385,49.0,56.25,72,10.297997829928443,19,40.0,46.82692307692308,47.0,55.0,76,10.660849970071204,23,40.0,44.69871794871795,45.0,51.0,64,8.758715380689901,20,32.0,40.583333333333336,39.0,48.0,69,10.28306364122397,26.0,37.0,44.66025641025641,44.0,52.25,71.0,9.588633590213888,131,194.75,225.69871794871796,224.5,253.0,352,42.707772182558905,0.3409766980664353,0.25855230540406543,0.3166212196331185,0.2541522062469013,48.83797426
298,2020,25815,TOCAIMA,743,16611,0.0447,5564,4217,6894,4258,2020,25815,26,42.0,48.330935251798564,48.0,54.0,71,8.921873860178517,24,40.5,47.410071942446045,47.0,54.0,71,9.178434830449895,0,39.0,44.884892086330936,44.0,50.0,67,8.80306199749545,25,35.5,43.53237410071942,42.0,51.5,72,9.742557291782902,28.0,37.0,43.10791366906475,42.0,47.0,70.0,8.727509935465692,150,201.0,229.06474820143885,222.0,257.5,347,37.98897792726039,0.3349587622659683,0.2538679188489555,0.4150261874661369,0.25633616278369753,48.83797426
300,2019,25817,TOCANCIPA,6415,43020,0.1491,10637,9566,10911,9034,2019,25817,32,50.0,55.56813417190776,56.0,61.0,78,8.84068085036025,20,48.0,54.42348008385744,55.0,62.0,82,10.269729630672005,30,45.0,51.63312368972746,52.0,59.0,77,9.21325276797514,23,42.0,50.285115303983225,51.0,58.0,82,10.878938900178634,24.0,45.0,52.38155136268344,53.0,60.0,82.0,10.726993913886304,148,234.0,264.65828092243186,263.0,297.0,390,43.417343952182215,0.24725708972570898,0.22236169223616922,0.25362622036262206,0.2099953509995351,18.27249217
301,2020,25817,TOCANCIPA,7550,45714,0.1652,11853,10823,12078,10499,2020,25817,27,48.0,53.83653846153846,54.0,60.0,77,8.547227585304313,24,47.0,53.64102564102564,54.0,60.0,79,9.80971361097548,27,44.0,50.44230769230769,51.0,57.0,78,9.19958152765579,20,43.0,50.58974358974359,51.0,58.0,76,10.280884595020927,0.0,43.0,49.5849358974359,49.0,55.0,100.0,10.190126653569514,153,228.0,259.65384615384613,258.0,290.0,368,40.6690284224225,0.2592859955374721,0.2367546047162795,0.2642079012993831,0.22966706041912763,18.27249217
303,2019,25823,TOPAIPI,36,4189,0.0086,473,131,1316,162,2019,25823,29,37.0,47.25,46.0,55.25,100,12.235778917350773,23,38.0,46.03125,46.5,53.25,70,10.360132299823265,28,39.75,44.3125,43.0,49.0,66,8.05708797684788,24,33.75,41.578125,40.5,50.25,72,11.238828227205671,25.0,37.0,43.359375,42.0,49.0,67.0,8.352106829540885,133,187.75,223.40625,216.0,251.5,348,45.35283850342181,0.11291477679637145,0.031272380042969686,0.3141561231797565,0.03867271425161136,61.9925847
304,2020,25823,TOPAIPI,23,4284,0.0054,473,131,1346,163,2020,25823,28,41.75,48.275,48.0,54.0,69,8.935631640824996,33,40.0,46.275,44.0,51.0,78,9.36164433288216,31,39.0,45.6,44.5,50.25,66,9.139376626893384,26,35.75,45.05,43.0,55.25,67,11.024332063027556,29.0,37.0,42.25,42.5,46.25,58.0,6.5857266016586875,168,192.75,229.95,224.0,254.25,336,40.849912908296204,0.11041083099906629,0.03057889822595705,0.3141923436041083,0.038048552754435104,61.9925847
306,2019,25839,UBALA,107,7696,0.0139,183,128,2379,323,2019,25839,31,41.0,47.86259541984733,48.0,53.5,70,8.773003484272406,25,42.0,48.48854961832061,48.0,55.5,67,9.142770504370981,29,42.0,46.85496183206107,46.0,51.0,63,7.216564425952049,23,34.0,42.42748091603053,41.0,50.5,65,10.413770863880298,0.0,36.0,41.86259541984733,42.0,49.0,67.0,9.459844980660765,161,202.0,230.35114503816794,223.0,255.0,312,37.00746778362071,0.02377858627858628,0.016632016632016633,0.3091216216216216,0.04196985446985447,65.64767358
307,2020,25839,UBALA,123,7789,0.0158,518,134,2600,331,2020,25839,28,42.0,48.696969696969695,49.0,56.0,70,9.477636992861672,23,42.0,48.82828282828283,49.0,56.0,71,9.057684080314555,26,40.5,46.525252525252526,47.0,52.0,70,8.759069275809926,23,35.5,43.535353535353536,41.0,52.5,65,10.726957393630208,0.0,37.0,41.38383838383838,41.0,46.0,65.0,8.217337409165006,149,200.0,232.36363636363637,234.0,257.5,332,39.923256621861285,0.06650404416484786,0.017203748876620874,0.33380408268070355,0.04249582744896649,65.64767358
309,2019,25841,UBAQUE,267,6875,0.0388,1835,431,4,410,2019,25841,28,42.0,49.0,49.0,55.0,71,9.247172761532719,24,40.0,47.45454545454545,48.0,55.0,71,10.087649275402324,28,38.0,45.55555555555556,45.0,51.5,70,9.10508068778447,20,34.0,41.58585858585859,42.0,49.0,64,10.447155751012826,29.0,36.0,42.717171717171716,42.0,48.0,64.0,8.044570236286017,148,194.0,228.31313131313132,235.0,258.0,313,41.27400883608167,0.26690909090909093,0.06269090909090909,0.0005818181818181818,0.05963636363636363,7.396501358
310,2020,25841,UBAQUE,108,7067,0.0153,1888,440,2642,427,2020,25841,32,46.0,50.83561643835616,51.0,55.0,65,7.21690472784816,31,46.0,50.58904109589041,51.0,56.0,70,7.852521916978078,31,43.0,48.97260273972603,49.0,55.0,67,8.435988716899699,28,40.0,47.0,48.0,53.0,70,9.457507306074072,29.0,39.0,43.73972602739726,44.0,48.0,62.0,7.278254135246297,180,224.0,244.6027397260274,244.0,268.0,321,31.783442460058865,0.26715720956558653,0.06226121409367483,0.37385029008065657,0.060421678222725345,7.396501358
312,2019,25843,VILLA DE SAN DIEGO DE UBATE,3957,44802,0.0883,,,13548,8153,2019,25843,23,45.75,53.01655629139073,54.0,60.0,100,10.478109095192524,16,45.0,53.294701986754966,54.0,62.0,84,11.368656035069005,24,42.0,49.57615894039735,49.0,57.0,78,10.106357840680465,21,38.0,47.28476821192053,47.0,57.0,100,12.269433758551047,22.0,40.75,48.985099337748345,50.0,57.0,82.0,10.788703776520704,140,214.0,253.28973509933775,252.0,290.0,403,49.43163354863221,,,0.302397214410071,0.18197848310343287,58.29957912
313,2020,25843,VILLA DE SAN DIEGO DE UBATE,6639,46911,0.1415,,,13979,8772,2020,25843,24,47.0,52.90317700453858,54.0,59.0,79,9.04482133166003,19,48.0,53.45688350983359,54.0,60.0,81,9.841164409735248,24,44.0,49.91679273827534,50.0,57.0,76,9.064451344826942,22,42.0,49.579425113464445,50.0,57.0,77,10.853367036668443,0.0,41.0,46.6036308623298,46.0,52.0,100.0,8.74522824744412,151,226.0,255.45234493192135,256.0,283.0,355,40.7221135083123,,,0.29798981049220863,0.18699238984459934,58.29957912
315,2019,25845,UNE,175,7144,0.0245,1102,1068,10,862,2019,25845,28,42.0,49.0990990990991,49.0,55.0,74,9.286309527231182,23,42.0,48.73873873873874,50.0,55.0,73,10.343827067133248,28,40.0,46.47747747747748,47.0,53.0,70,8.229488934586897,21,37.0,43.78378378378378,43.0,51.0,76,10.445012211495017,22.0,37.0,43.189189189189186,42.0,51.0,63.0,9.093967544490454,150,202.0,233.64864864864865,230.0,263.0,347,40.86466547667905,0.15425531914893617,0.14949608062709965,0.0013997760358342665,0.12066069428891378,5.127949681
316,2020,25845,UNE,180,7371,0.0244,1120,1084,2316,932,2020,25845,31,41.0,48.96153846153846,49.5,56.75,70,8.752650519065131,27,42.0,49.17948717948718,49.5,56.0,74,9.585898178545602,28,40.0,46.17948717948718,45.5,52.75,68,8.967102341833977,27,39.0,45.717948717948715,44.0,53.0,69,9.874402741625921,29.0,36.25,41.92307692307692,41.0,47.0,64.0,7.522726140928472,167,204.25,235.4102564102564,229.0,263.5,322,39.006971037800284,0.15194681861348527,0.1470628137294804,0.3142043142043142,0.1264414597747931,5.127949681
318,2019,25851,UTICA,152,4324,0.0352,1247,949,785,785,2019,25851,35,47.0,51.765957446808514,52.0,57.5,67,8.1486535723166,23,42.5,50.12765957446808,51.0,57.5,70,10.20148544442894,25,40.0,48.5531914893617,50.0,56.0,68,10.404448276616861,25,39.5,46.08510638297872,45.0,53.5,67,10.307932334380922,28.0,41.0,46.57446808510638,46.0,53.0,64.0,9.36400295500544,166,211.0,244.68085106382978,247.0,275.0,331,43.48168349155705,0.2883903792784459,0.219472710453284,0.18154486586493987,0.18154486586493987,58.89569473
319,2020,25851,UTICA,57,4434,0.0129,1279,970,1816,803,2020,25851,30,41.5,48.6,48.0,56.0,69,9.816086570296514,24,41.0,47.14545454545455,46.0,56.5,66,10.312556499182032,30,41.0,46.50909090909091,46.0,51.5,68,8.524198077353251,27,36.0,44.50909090909091,44.0,53.5,72,11.186752627256686,29.0,36.5,42.0,42.0,47.0,57.0,6.986759965449995,160,197.5,231.65454545454546,226.0,259.0,318,41.98333804499915,0.28845286423094274,0.21876409562471807,0.40956247180875055,0.18110058637798826,58.89569473
321,2019,25862,VERGARA,78,6975,0.0112,592,398,2684,520,2019,25862,26,43.75,52.01315789473684,54.0,59.0,72,9.947185090671137,30,46.75,52.86842105263158,54.0,60.25,76,11.07711407092799,29,44.75,49.88157894736842,48.5,55.25,76,9.475536368653978,25,36.0,45.3421052631579,44.5,53.0,76,11.174438248763941,23.0,38.0,46.18421052631579,46.5,53.0,76.0,10.321124649721447,150,212.75,248.67105263157896,248.5,276.25,354,44.450538251827645,0.08487455197132616,0.05706093189964158,0.38480286738351255,0.07455197132616488,41.27063314
322,2020,25862,VERGARA,88,7167,0.0123,592,399,2733,530,2020,25862,32,45.5,51.116279069767444,52.0,56.5,64,7.901806009133612,33,42.5,49.23255813953488,48.0,56.0,75,10.011510540378548,36,41.5,47.41860465116279,47.0,53.0,65,7.165501205809266,29,41.0,47.25581395348837,47.0,52.0,64,9.02138470855781,31.0,39.0,45.06976744186046,45.0,50.0,63.0,7.547927337189075,171,213.5,242.34883720930233,238.0,261.5,322,35.90190585266778,0.08260080926468537,0.05567182921724571,0.3813311008790289,0.07395004883493791,41.27063314
324,2019,25867,VIANI,78,4497,0.0173,562,493,1044,514,2019,25867,31,48.25,53.97222222222222,54.0,61.25,75,10.622042071926554,24,45.75,50.80555555555556,52.5,58.5,70,11.14276047984121,33,42.75,48.666666666666664,47.0,56.0,70,9.233479455608425,29,40.0,48.05555555555556,45.0,55.0,72,11.125118155249137,36.0,42.5,48.80555555555556,49.5,54.0,71.0,8.376222962117895,165,222.75,251.33333333333334,244.5,275.5,343,46.21378891320518,0.12497220369134979,0.10962864131643318,0.23215476984656438,0.11429842116966867,46.56565878
325,2020,25867,VIANI,51,4667,0.0109,575,503,1607,518,2020,25867,34,45.0,50.064516129032256,49.0,56.0,62,7.075476350847187,34,44.5,50.58064516129032,50.0,56.0,71,9.20425334124895,29,40.5,47.0,47.0,51.5,66,9.875896583770675,20,39.0,46.74193548387097,45.0,53.0,74,11.5382486884145,31.0,37.5,42.87096774193548,43.0,49.0,59.0,7.1542152399075,177,213.0,240.74193548387098,232.0,258.5,325,38.807188115893744,0.12320548532247697,0.10777801585601028,0.3443325476751661,0.11099207199485751,46.56565878
327,2019,25871,VILLAGOMEZ,51,1783,0.0286,217,207,538,175,2019,25871,27,42.75,49.225,50.0,56.0,67,9.169311972622701,33,44.0,49.4,49.0,55.0,63,7.72541592938861,30,42.75,47.35,46.0,53.25,61,7.546607320596588,24,35.0,42.525,40.0,50.5,65,11.697002684229483,25.0,37.0,42.125,42.0,48.25,56.0,7.4496170956496055,168,200.0,233.625,228.0,266.25,305,37.5797869155133,0.12170499158721257,0.1160964666292765,0.30173864273696016,0.0981491867638811,49.61572211
328,2020,25871,VILLAGOMEZ,24,1826,0.0131,,,558,173,2020,25871,33,44.25,50.96666666666667,50.5,57.0,67,8.723663155496935,36,46.5,50.86666666666667,51.0,56.0,68,8.278486174013539,34,43.25,48.333333333333336,49.0,53.5,59,6.593274176599673,33,40.25,47.6,46.5,54.5,63,9.249790305172068,34.0,37.0,41.9,40.5,46.5,55.0,5.967440391624051,193,218.25,244.4,245.0,268.75,305,32.708324364886394,,,0.30558598028477546,0.09474260679079956,49.61572211
330,2019,25873,VILLAPINZON,717,17796,0.0403,1431,1287,5311,1149,2019,25873,29,47.0,52.81609195402299,52.0,59.0,73,9.227711695213149,24,48.0,55.34099616858238,56.0,63.0,82,10.534677414833391,27,43.0,49.77394636015325,49.0,56.0,78,9.634805262342649,24,38.0,46.65900383141762,45.0,55.0,74,10.945784460940652,27.0,43.0,50.3639846743295,51.0,57.0,78.0,9.889470207467113,144,224.0,255.40996168582376,250.0,284.0,383,43.57889106593911,0.08041132838840188,0.07231962238705326,0.2984378512025174,0.06456507080242752,65.29937172
331,2020,25873,VILLAPINZON,890,18433,0.0483,1861,1332,5430,1267,2020,25873,26,47.0,53.56967213114754,53.0,61.0,75,9.74063136970787,22,48.0,55.75409836065574,56.0,64.0,100,11.099854650299484,26,41.0,50.3155737704918,51.0,58.0,100,11.01676627580006,26,40.75,49.82786885245902,48.0,58.0,78,11.60756998842684,29.0,41.0,48.049180327868854,47.0,54.0,78.0,9.989173117545132,161,222.0,260.155737704918,258.0,294.25,387,47.29541525763172,0.10096023436228503,0.07226170455161939,0.29458037215862853,0.06873542017034666,65.29937172
333,2019,25875,VILLETA,3272,27986,0.1169,7324,5570,9456,6393,2019,25875,26,46.0,51.80862533692722,52.0,58.0,76,9.009216361956543,26,43.0,50.870619946091644,50.0,59.0,79,10.693998033427556,25,41.0,47.5822102425876,47.0,54.0,72,8.989219156721596,19,37.0,45.102425876010784,44.0,52.5,77,10.688223857795819,24.0,40.0,47.44743935309973,48.0,55.0,77.0,10.46457667786842,135,212.0,243.68733153638814,242.0,274.5,370,43.27678768797182,0.26170227971128424,0.19902808547130707,0.3378832273279497,0.22843564639462588,48.17509975
334,2020,25875,VILLETA,4554,29128,0.1563,7482,5816,10807,6626,2020,25875,32,48.0,53.63380281690141,54.0,60.0,78,8.694825132531578,23,46.0,52.307042253521125,53.0,59.0,78,10.273317475941566,28,42.0,48.287323943661974,48.0,54.0,73,9.111161119351733,21,40.0,48.371830985915494,48.0,57.0,75,10.988812789606795,0.0,39.0,44.77183098591549,44.0,50.0,100.0,9.450513140323196,152,222.0,250.98591549295776,252.0,277.5,371,40.29618203927004,0.2568662455369404,0.19967042021422687,0.37101757758857457,0.22747871463883548,48.17509975
336,2019,25878,VIOTA,238,13508,0.0176,,,6020,1036,2019,25878,29,44.0,50.68707482993197,51.0,58.0,69,8.814529351368849,26,44.0,50.10884353741496,50.0,57.5,74,9.804338745804078,26,41.0,47.183673469387756,47.0,53.0,66,8.839528599719005,21,36.0,44.64625850340136,44.0,52.5,74,11.330527754389564,23.0,39.0,44.83673469387755,44.0,50.0,63.0,8.51754097925218,152,207.5,239.51700680272108,236.0,268.0,330,41.4952305794584,,,0.4456618300266509,0.07669529167900503,30.67837444
337,2020,25878,VIOTA,681,13878,0.0491,2114,1531,6331,1195,2020,25878,26,44.25,50.298507462686565,52.0,56.0,74,8.331505429272017,33,45.0,50.38059701492537,51.0,57.0,71,8.496611244985386,27,41.0,46.059701492537314,45.0,51.0,68,8.298710103618967,28,39.25,46.59701492537314,46.0,53.75,71,9.355244119000387,29.0,37.25,43.83582089552239,43.0,48.0,70.0,7.889456207234812,162,216.5,239.90298507462686,236.5,264.5,338,35.31168828260973,0.15232742470096555,0.1103184896959216,0.45618965268770717,0.08610750828649662,30.67837444
339,2019,25885,YACOPI,205,12367,0.0166,808,781,3354,721,2019,25885,27,44.0,49.278260869565216,49.0,56.0,71,8.620200496393155,23,42.5,48.08695652173913,48.0,55.0,70,9.326029614754933,22,40.5,46.03478260869565,47.0,52.0,67,8.224834488584387,23,34.0,41.92173913043478,41.0,48.0,70,10.10831499492439,23.0,37.0,42.96521739130435,44.0,49.0,63.0,8.341326448833582,132,202.5,230.36521739130436,233.0,256.0,340,37.940704067948246,0.06533516616802781,0.06315193660548234,0.2712056278806501,0.05830031535538126,89.35975395
340,2020,25885,YACOPI,46,12564,0.0037,,821,3946,734,2020,25885,28,44.0,49.823076923076925,50.0,56.0,72,8.92645696063147,20,41.0,47.40769230769231,47.5,54.0,76,9.167431528777517,25,41.0,45.94615384615385,46.0,52.75,65,8.413086464081827,27,38.25,46.05384615384615,46.0,54.0,74,9.37530281760991,29.0,36.25,41.88461538461539,42.0,46.0,68.0,7.102390268447862,160,210.5,234.45384615384614,231.5,262.0,307,35.47990184181505,,0.06534543139127666,0.31407195160776824,0.058420885068449536,89.35975395
342,2019,25898,ZIPACON,63,4836,0.013,,,1874,371,2019,25898,28,44.0,50.45679012345679,50.0,57.0,71,9.13379628456324,26,38.0,46.641975308641975,45.0,54.0,74,10.881530960732626,27,38.0,45.864197530864196,46.0,52.0,68,9.805295873174549,21,35.0,44.27160493827161,43.0,52.0,76,11.353427176054607,28.0,37.0,45.864197530864196,47.0,53.0,69.0,10.393210628121313,139,196.0,233.66666666666666,236.0,263.0,327,45.72636001257919,,,0.38751033912324234,0.07671629445822994,22.8577162
343,2020,25898,ZIPACON,44,5022,0.0088,,,1961,391,2020,25898,31,43.0,49.04938271604938,49.0,56.0,70,8.612347581478438,24,42.0,48.58024691358025,49.0,56.0,70,9.813083355310482,28,40.0,45.851851851851855,45.0,52.0,63,8.447057344293205,27,38.0,46.44444444444444,45.0,54.0,71,10.605423141016113,0.0,39.0,44.98765432098765,44.0,50.0,77.0,10.276786739006136,162,200.0,236.4320987654321,232.0,267.0,338,40.235847906936456,,,0.39048187972919157,0.07785742731979291,22.8577162
345,2019,25899,ZIPAQUIRA,24139,138654,0.1741,37463,36544,43414,34513,2019,25899,26,49.0,55.61352657004831,56.0,63.0,81,9.840193087684757,17,48.0,55.41364734299517,56.0,63.0,83,11.381430032695928,22,45.0,52.51207729468599,53.0,60.0,80,10.25905416787531,19,41.0,50.51992753623188,51.0,59.0,100,11.920971958773992,22.0,45.0,53.28442028985507,53.0,61.0,100.0,12.140492731866136,144,232.75,267.4909420289855,268.5,303.0,421,48.93818694504886,0.2701905462518211,0.263562536962511,0.3131103321938062,0.24891456431116304,23.53346122
346,2020,25899,ZIPAQUIRA,29166,146352,0.1993,38734,37810,46097,36940,2020,25899,0,49.0,55.57208387942333,56.0,62.0,100,9.36885565289396,0,49.0,56.01769331585845,57.0,63.0,100,10.712655983307911,0,45.0,52.24705111402359,53.0,59.0,100,9.898629205643987,0,44.0,52.79292267365662,53.0,61.0,100,11.604141814699448,0.0,43.0,50.604193971166445,49.0,56.0,100.0,11.84265513977872,0,237.0,269.42070773263436,271.0,300.0,438,45.795739694728326,0.26466327757734776,0.25834973215261836,0.31497348857548924,0.2524051601618017,23.53346122
