,ANO,COD_MUNICIPIO,MUNICIPIO,ACCESOS_FIJOS,POBLACION,INDICADOR_INTERNET,Acueducto,Alcantarillado,Energiaelectrica,Gasnatural,PERIODO,ESTU_COD_RESIDE_MCPIO,PUNT_LECTURA_CRITICA_MIN,PUNT_LECTURA_CRITICA_Q25,PUNT_LECTURA_CRITICA_MEAN,PUNT_LECTURA_CRITICA_MEDIAN,PUNT_LECTURA_CRITICA_Q75,PUNT_LECTURA_CRITICA_MAX,PUNT_LECTURA_CRITICA_STD,PUNT_MATEMATICAS_MIN,PUNT_MATEMATICAS_Q25,PUNT_MATEMATICAS_MEAN,PUNT_MATEMATICAS_MEDIAN,PUNT_MATEMATICAS_Q75,PUNT_MATEMATICAS_MAX,PUNT_MATEMATICAS_STD,PUNT_C_NATURALES_MIN,PUNT_C_NATURALES_Q25,PUNT_C_NATURALES_MEAN,PUNT_C_NATURALES_MEDIAN,PUNT_C_NATURALES_Q75,PUNT_C_NATURALES_MAX,PUNT_C_NATURALES_STD,PUNT_SOCIALES_CIUDADANAS_MIN,PUNT_SOCIALES_CIUDADANAS_Q25,PUNT_SOCIALES_CIUDADANAS_MEAN,PUNT_SOCIALES_CIUDADANAS_MEDIAN,PUNT_SOCIALES_CIUDADANAS_Q75,PUNT_SOCIALES_CIUDADANAS_MAX,PUNT_SOCIALES_CIUDADANAS_STD,PUNT_INGLES_MIN,PUNT_INGLES_Q25,PUNT_INGLES_MEAN,PUNT_INGLES_MEDIAN,PUNT_INGLES_Q75,PUNT_INGLES_MAX,PUNT_INGLES_STD,PUNT_GLOBAL_MIN,PUNT_GLOBAL_Q25,PUNT_GLOBAL_MEAN,PUNT_GLOBAL_MEDIAN,PUNT_GLOBAL_Q75,PUNT_GLOBAL_MAX,PUNT_GLOBAL_STD,INDICADOR_ACUEDUCTO,INDICADOR_ALCANTARILLADO,INDICADOR_ENERGIA_ELECTRICA,INDICADOR_GAS_NATURAL,KmDist
70,2020,25258,EL PENON,29,4789,0.0061,216,166,1772,172,2020,25258,30,41.0,49.370370370370374,52.0,58.0,65,10.400252024121444,31,44.5,51.370370370370374,53.0,57.0,70,9.24515735252432,27,41.5,47.0,47.0,51.0,66,8.54400374531753,30,37.0,46.44444444444444,47.0,56.0,69,11.352171372552254,31.0,37.5,44.44444444444444,43.0,49.5,66.0,9.195874214238826,170,212.5,241.11111111111111,252.0,266.0,322,39.62257838592432,0.04510336187095427,0.03466276884527041,0.37001461683023595,0.03591564000835248,53.43157336
72,2019,25260,EL ROSAL,966,23417,0.0413,55,37,6196,4462,2019,25260,31,46.0,52.80813953488372,53.0,59.0,78,8.766710359236653,26,46.0,53.031976744186046,54.0,60.0,83,10.481783205708336,24,42.0,48.32848837209303,48.0,54.0,77,8.571408301668809,24,39.0,46.5843023255814,46.0,53.0,76,10.67128175629933,23.0,41.75,48.80813953488372,50.0,55.0,80.0,9.774623121633773,136,223.0,250.41860465116278,248.0,274.0,386,41.810405087221156,0.0023487210146474783,0.0015800486825810309,0.26459409830465047,0.19054533031558268,17.04154713
73,2020,25260,EL ROSAL,1057,24768,0.0427,57,39,6642,5087,2020,25260,32,47.0,52.83986928104575,53.0,59.0,79,8.630702646921502,25,45.0,52.68627450980392,54.0,59.75,79,9.816326706545741,30,42.0,48.73202614379085,49.0,55.0,73,8.858824653526968,22,41.0,48.92483660130719,48.0,57.0,78,10.838194641542819,28.0,40.0,46.26797385620915,46.0,51.75,77.0,8.689172864065336,160,223.0,252.23202614379085,250.0,282.0,367,41.02684151944445,0.002301356589147287,0.0015746124031007752,0.26816860465116277,0.20538598191214472,17.04154713
75,2019,25269,FACATATIVA,19412,148001,0.1312,,,37416,28449,2019,25269,26,49.0,55.36179775280899,56.0,62.0,100,9.5910477466589,19,47.0,54.93707865168539,55.0,63.0,100,11.192850665476941,24,44.75,51.35674157303371,51.0,58.0,100,9.85329342341289,22,41.0,49.75449438202247,50.0,58.0,81,11.599454205069526,22.0,44.0,52.1376404494382,52.0,59.0,100.0,11.450980112004082,150,231.0,263.988202247191,263.0,297.0,404,47.37116638102325,,,0.2528091026411984,0.19222167417787717,22.84592843
76,2020,25269,FACATATIVA,22575,155978,0.1447,,,38138,29489,2020,25269,27,49.25,55.696495619524406,56.0,62.0,100,9.366997327461293,22,48.0,55.26345431789737,56.0,63.0,100,10.902714492331393,26,45.0,51.87734668335419,52.0,59.0,80,9.571533403307477,23,44.0,52.52377972465582,53.0,61.0,100,11.492247703405672,0.0,43.0,50.3072590738423,49.0,56.0,100.0,11.049162518371457,133,234.25,267.8435544430538,268.0,300.0,423,44.988420472248514,,,0.24450884099039608,0.18905871340830116,22.84592843
78,2019,25279,FOMEQUE,418,12367,0.0338,2469,1231,21,1075,2019,25279,30,45.0,51.82014388489208,52.0,59.0,78,10.506210584635754,25,45.0,52.37410071942446,54.0,60.5,75,10.830227011481195,28,41.5,49.34532374100719,49.0,56.0,73,9.586155650105807,22,36.0,45.05035971223022,45.0,53.0,75,10.981752810785975,24.0,37.0,45.15827338129496,46.0,53.5,79.0,10.486194507925857,145,214.0,246.50359712230215,243.0,278.0,358,45.9385812562438,0.19964421444165925,0.0995390959812404,0.0016980674375353764,0.08692488073097761,23.29202297
79,2020,25279,FOMEQUE,170,12803,0.0133,2568,1266,3816,1202,2020,25279,27,49.0,54.68421052631579,56.0,60.75,75,8.90293358182381,27,49.0,54.08771929824562,55.0,61.0,76,10.180287566142658,26,45.0,50.29824561403509,51.0,57.0,75,9.554621570479338,25,43.5,50.280701754385966,51.0,56.75,70,10.147155119801145,28.0,39.0,44.62280701754386,43.0,50.0,82.0,8.334160803506938,158,237.25,258.719298245614,259.5,287.5,364,40.7269145797297,0.20057798953370304,0.09888307427946574,0.29805514332578303,0.0938842458798719,23.29202297
81,2019,25281,FOSCA,151,5892,0.0256,657,437,2102,580,2019,25281,30,39.5,48.62686567164179,49.0,56.0,73,10.493628399978439,30,43.0,50.74626865671642,49.0,58.0,83,10.707323016008914,26,41.0,46.97014925373134,47.0,54.5,71,9.827250531440056,24,35.5,44.656716417910445,44.0,53.5,77,11.588333002723003,25.0,37.0,43.865671641791046,44.0,49.5,67.0,9.457873940072623,163,201.0,237.2537313432836,235.0,271.5,377,47.983691447793326,0.1115071283095723,0.0741683638832315,0.35675492192803804,0.09843856076035302,16.46899351
82,2020,25281,FOSCA,56,6038,0.0093,510,439,2163,590,2020,25281,27,43.0,50.270270270270274,51.0,58.0,73,10.249353200170427,25,43.25,50.513513513513516,51.5,58.5,75,10.067230500583051,29,42.25,47.36486486486486,47.5,53.75,68,8.879056972517652,22,38.0,46.91891891891892,48.0,56.75,68,11.219792634467852,29.0,38.25,43.486486486486484,44.0,47.75,73.0,7.148605081371044,155,213.25,241.86486486486487,245.0,278.75,329,43.16433215664797,0.0844650546538589,0.07270619410400794,0.35823120238489564,0.09771447499171912,16.46899351
84,2019,25286,FUNZA,21084,99387,0.2121,24673,24381,26743,23096,2019,25286,21,49.0,54.96002855103497,56.0,62.0,100,9.697560871493781,20,47.0,54.10849393290507,55.0,62.0,100,11.089490163541544,26,44.0,51.3518915060671,51.0,58.0,82,9.813020413406619,21,41.0,49.34118486795146,49.0,58.0,100,11.38868215231744,22.0,45.0,52.48322626695218,53.0,60.0,100.0,11.790367006806663,138,229.0,262.23054960742326,262.0,297.0,413,47.25383228961283,0.24825178343244086,0.24531377343113284,0.26907945707185044,0.23238451708976024,4.557108019
85,2020,25286,FUNZA,23260,105086,0.2213,25072,24806,27181,23710,2020,25286,25,49.0,55.18854961832061,55.0,62.0,100,9.245337364457788,19,47.25,54.21221374045802,55.0,61.0,100,10.402701527396973,0,45.0,51.458015267175576,52.0,58.0,100,9.849640837576509,0,44.0,51.82290076335878,52.0,59.0,78,10.956644644315256,0.0,43.0,50.0969465648855,49.0,56.0,87.0,11.298461119626113,96,233.0,264.6625954198473,265.0,293.0,410,43.71570131850759,0.23858553946291608,0.23605427935214968,0.2586548160554213,0.2256247264145557,4.557108019
87,2019,25288,FUQUENE,79,5047,0.0157,,,1958,357,2019,25288,32,47.0,53.94444444444444,54.0,62.25,70,9.127492049358963,36,47.75,54.02777777777778,53.5,61.0,70,9.787706899432898,31,44.0,49.083333333333336,47.0,55.0,66,9.655124472083648,31,37.75,46.166666666666664,41.5,56.0,66,10.59245014149229,33.0,38.75,46.02777777777778,48.5,52.25,60.0,8.188794124066694,176,220.75,252.22222222222223,240.0,295.0,323,42.89596125585127,,,0.3879532395482465,0.07073509015256588,70.62011322
88,2020,25288,FUQUENE,114,5211,0.0219,,,2001,496,2020,25288,30,52.5,56.36363636363637,57.0,61.0,78,9.851421473599892,35,48.5,55.90909090909091,55.0,61.5,100,11.697218294317492,32,45.0,51.41818181818182,52.0,57.0,69,8.558493526772773,29,46.0,53.32727272727273,52.0,62.5,76,10.760102136122965,32.0,39.0,45.61818181818182,46.0,51.5,63.0,7.57552322869861,177,232.0,268.0,267.0,296.5,367,42.79624421042714,,,0.38399539435808866,0.09518326616772213,70.62011322
90,2019,25290,FUSAGASUGA,28721,146556,0.196,46290,41730,54692,43956,2019,25290,25,46.0,53.26577909270217,54.0,60.0,100,9.838752880734765,16,44.0,52.05917159763314,53.0,60.0,82,11.483174439966058,24,42.0,49.20315581854043,49.0,57.0,78,9.811652501814335,21,39.0,47.46499013806706,47.0,56.0,81,11.316858869484562,22.0,41.0,49.5887573964497,49.0,58.0,100.0,11.639440623625461,132,217.0,252.13067061143985,251.0,288.0,387,47.438274865285365,0.31585196102513713,0.2847375747154671,0.37318158246677036,0.2999263080324245,19.05561692
91,2020,25290,FUSAGASUGA,33780,154143,0.2191,48808,43642,55917,44956,2020,25290,0,47.0,53.16241685144124,53.0,60.0,100,9.568894068845765,0,45.0,52.72727272727273,53.0,60.0,100,10.979833735213022,0,41.0,48.68569844789357,49.0,56.0,76,10.23150743175699,0,41.0,49.34368070953437,49.0,58.0,100,11.592855440320617,0.0,40.0,47.40964523281596,46.0,53.0,100.0,10.90843939400721,0,221.0,253.52827050997783,252.0,285.0,400,46.061893530439406,0.31664104111117597,0.2831267070188072,0.3627605535119986,0.2916512588959602,19.05561692
93,2019,25293,GACHALA,139,4386,0.0317,611,582,1096,590,2019,25293,29,43.0,51.96875,51.5,61.0,74,10.434936359432038,30,43.0,50.6875,51.5,59.0,68,9.830104393186902,28,42.0,48.9375,49.0,56.0,72,9.091902903831434,23,35.0,46.65625,46.5,58.25,72,13.089701210408808,25.0,37.0,44.828125,43.0,53.5,63.0,9.620670021711932,155,209.25,245.953125,247.5,292.0,343,48.22876362579716,0.13930688554491563,0.1326949384404925,0.2498860009119927,0.13451892384860922,52.84122203
94,2020,25293,GACHALA,122,4405,0.0277,630,595,1097,592,2020,25293,34,44.75,50.45454545454545,50.5,56.5,68,8.877603242061861,34,41.0,50.15909090909091,49.5,57.25,68,9.591525285056017,33,39.75,45.45454545454545,44.5,50.25,66,8.041909253389168,25,39.75,44.63636363636363,44.0,51.0,70,9.388490997680654,30.0,36.75,42.06818181818182,41.5,47.25,69.0,8.334288176445174,178,212.0,236.20454545454547,235.0,258.0,337,35.557735262497886,0.14301929625425652,0.13507377979568672,0.24903518728717366,0.1343927355278093,52.84122203
96,2019,25295,GACHANCIPA,1313,18264,0.0719,2963,3237,4934,2737,2019,25295,31,48.0,54.45,55.0,61.0,77,9.428846411628948,18,46.75,53.95,56.0,61.0,77,11.070841070694613,23,46.75,52.14375,53.0,58.0,72,9.732165998966854,23,42.0,50.00625,50.0,58.0,79,11.560884427332466,21.0,41.0,49.68125,50.0,57.0,78.0,11.204992078724409,140,230.0,262.0625,266.5,296.5,375,46.70793604204939,0.1622317126587823,0.17723390275952694,0.27014892685063513,0.14985764345159877,25.18789918
97,2020,25295,GACHANCIPA,1713,19376,0.0884,2725,3530,5191,3067,2020,25295,28,50.0,55.52413793103448,56.0,61.0,76,8.649889818357908,27,46.0,54.37931034482759,55.0,61.0,77,10.6836251686071,33,43.0,50.51724137931034,51.0,56.0,71,8.908565984080733,27,46.0,51.53103448275862,51.0,58.0,78,10.40302785278147,0.0,41.0,47.90344827586207,48.0,54.0,79.0,10.000919497956062,161,232.0,262.9655172413793,261.0,290.0,368,40.44928474046637,0.14063790255986788,0.18218414533443436,0.2679087530966144,0.15828860445912468,25.18789918
99,2019,25297,GACHETA,284,8439,0.0337,1559,1152,1361,962,2019,25297,26,46.0,53.285714285714285,53.5,61.0,78,11.386372755890369,33,44.0,52.80612244897959,53.0,60.0,75,10.414757732373179,28,42.0,48.724489795918366,48.0,56.0,71,9.814549070046384,20,39.0,46.87755102040816,45.5,55.75,72,11.648870841365413,21.0,39.25,45.6530612244898,45.0,52.0,67.0,9.140486621998555,152,221.25,250.3469387755102,244.5,283.75,355,47.531455030710134,0.18473752814314492,0.13650906505510133,0.16127503258679937,0.11399454911719398,42.80021254
100,2020,25297,GACHETA,343,8539,0.0402,1464,1176,4109,985,2020,25297,34,49.5,54.81609195402299,55.0,61.0,70,8.396467606709141,37,49.0,55.91954022988506,56.0,63.5,75,9.46992594799833,30,44.0,51.48275862068966,52.0,59.5,73,9.517257359678831,27,44.0,52.12643678160919,53.0,61.5,76,10.500060462396405,31.0,40.5,46.40229885057471,45.0,51.5,73.0,8.560943995593965,169,238.5,265.18390804597703,263.0,295.5,364,41.052583618560334,0.1714486473825975,0.13772104461880783,0.4812038880430964,0.11535308584143342,42.80021254
102,2019,25299,GAMA,78,3152,0.0247,265,247,1063,248,2019,25299,30,40.75,47.892857142857146,48.0,55.0,69,9.29844282452922,25,37.0,45.410714285714285,44.0,53.0,75,11.799501970559891,27,39.5,45.142857142857146,44.0,51.25,65,9.126243021545708,23,30.75,41.625,40.0,51.0,65,11.380305955305579,27.0,35.0,40.482142857142854,39.5,44.25,62.0,8.045305963849234,151,191.0,223.28571428571428,213.0,249.25,320,45.163426186850174,0.0840736040609137,0.07836294416243655,0.337246192893401,0.07868020304568528,44.02709474
103,2020,25299,GAMA,57,3214,0.0177,,,1531,254,2020,25299,33,40.75,50.25,52.0,56.25,66,9.37540122598218,27,42.5,49.0,47.5,56.0,76,10.645812948447546,32,41.75,47.285714285714285,47.0,51.5,67,8.294831692339079,32,38.75,46.5,46.5,52.0,65,8.724168218868268,30.0,36.75,43.714285714285715,46.0,49.0,55.0,7.0335552511442945,163,225.0,239.5,239.5,256.75,335,36.49302317896861,,,0.4763534536403236,0.07902924704418171,44.02709474
105,2019,25307,GIRARDOT,19693,105379,0.1869,36403,33978,38969,27847,2019,25307,24,42.0,50.330917874396135,50.0,58.0,100,10.318028812551866,21,40.0,48.04669887278583,48.0,56.0,100,11.291510986528182,23,38.0,45.31723027375201,44.0,52.0,80,9.711760951720011,17,35.0,44.32367149758454,43.0,52.0,100,11.761389599045721,22.0,40.0,47.85668276972625,48.0,55.0,100.0,11.64262672584525,132,198.0,235.3462157809984,230.0,268.0,410,48.13706865711098,0.3454483341083138,0.3224361590070128,0.36979853671035023,0.26425568661687815,58.19114557
106,2020,25307,GIRARDOT,22248,109792,0.2026,37177,34685,39793,28493,2020,25307,23,44.0,51.19790675547098,52.0,58.0,79,9.918277279123764,20,43.0,50.42816365366318,51.0,58.0,100,10.894792393216461,0,40.0,46.927687916270216,46.0,53.0,100,10.07564268452988,20,39.0,46.97811607992388,46.0,55.0,100,11.566309724278568,0.0,40.0,47.05328258801142,46.0,53.0,100.0,11.414819781447502,142,210.5,243.71360608943863,238.0,273.5,442,46.199595910755185,0.3386130136986301,0.31591554940250655,0.3624398863305159,0.2595179976683183,58.19114557
108,2019,25312,GRANADA,86,7566,0.0114,990,,2277,492,2019,25312,28,46.0,52.44761904761905,52.0,60.0,72,10.030703779646686,25,45.0,51.42857142857143,53.0,60.0,68,10.160119191132647,28,41.0,48.42857142857143,49.0,57.0,68,9.839927633076162,26,39.0,47.50476190476191,46.0,56.0,73,10.506521609790573,25.0,40.0,46.61904761904762,48.0,55.0,69.0,10.408373988488744,157,215.0,248.46666666666667,250.0,285.0,347,43.94294085836827,0.1308485329103886,,0.3009516256938937,0.06502775574940524,16.61915686
109,2020,25312,GRANADA,260,7931,0.0328,1011,,2331,511,2020,25312,30,46.0,51.44086021505376,52.0,57.0,74,8.931456823560046,21,42.0,48.41935483870968,47.0,56.0,76,10.558658697594407,0,38.0,43.40860215053763,44.0,49.0,61,9.401938467030156,27,39.0,45.774193548387096,46.0,53.0,71,10.042441492786745,0.0,37.0,41.956989247311824,42.0,48.0,57.0,9.238287506579939,157,205.0,234.27956989247312,236.0,262.0,329,39.512619225683665,0.12747446728029252,,0.293909973521624,0.06443071491615181,16.61915686
111,2019,25317,GUACHETA,587,13749,0.0427,,,4144,2170,2019,25317,26,41.0,48.3780487804878,48.0,55.0,79,9.843736439463948,24,40.0,49.25,51.0,58.0,78,11.309030541082693,25,39.0,46.3719512195122,46.0,52.25,73,9.859849479186137,21,35.0,42.68292682926829,40.0,50.0,75,11.097314159974264,23.0,38.0,44.75609756097561,45.0,51.0,75.0,9.416811719459437,151,199.5,232.66463414634146,228.0,260.5,372,45.168977550905055,,,0.3014037384537057,0.15782966033893375,71.40430155
112,2020,25317,GUACHETA,702,14241,0.0493,1370,1273,4406,2436,2020,25317,30,44.0,51.21341463414634,51.0,58.0,100,10.043320427092668,25,45.0,51.74390243902439,52.5,59.25,82,10.537471525462484,27,43.0,48.18292682926829,48.0,54.0,67,8.19415929768516,27,38.75,47.53048780487805,47.0,55.0,74,10.921596649767766,0.0,39.0,44.71951219512195,45.0,49.0,69.0,8.84949049206651,150,215.75,246.4329268292683,247.0,273.0,355,40.89596723598052,0.0962011094726494,0.08938979004283407,0.3093883856470753,0.1710554034126817,71.40430155
114,2019,25320,GUADUAS,1554,31869,0.0488,6047,5673,8279,6368,2019,25320,28,46.0,52.94984326018809,53.0,60.0,78,9.544862211129267,24,46.0,52.291536050156736,53.0,58.5,80,10.378359067853957,24,42.0,49.28526645768025,48.0,55.0,79,9.013100310584099,19,39.0,46.858934169278996,46.0,56.0,81,11.277050223951047,24.0,42.5,49.44514106583072,50.0,56.0,79.0,9.679906889309327,153,219.0,251.38244514106583,247.0,285.5,373,44.417874953515415,0.18974552072546988,0.17800997834886567,0.25978223351846624,0.19981800495779597,72.03622955
115,2020,25320,GUADUAS,1215,33212,0.0366,6441,6046,10607,6367,2020,25320,28,45.0,51.792682926829265,52.0,58.25,100,9.50549534267177,25,44.0,51.63109756097561,52.0,59.0,81,10.456311148219203,27,41.0,48.26219512195122,48.0,55.0,75,9.014336393219914,23,40.0,47.82012195121951,46.5,56.0,76,10.852413758641534,28.0,40.0,45.90853658536585,45.0,51.0,76.0,8.638024199552348,159,217.0,247.8689024390244,245.0,276.25,390,42.46860192248377,0.19393592677345536,0.18204263519209923,0.3193725159580874,0.19170781645188487,72.03622955
117,2019,25322,GUASCA,906,16166,0.056,1119,,4676,1499,2019,25322,28,46.0,52.81347150259067,53.0,58.0,77,8.786022568455103,25,46.0,53.12435233160622,54.0,60.0,74,9.770015658050362,27,44.0,50.07772020725388,50.0,57.0,74,9.043826795599767,24,39.0,47.73575129533679,47.0,56.0,72,11.09746670511595,25.0,43.0,49.18652849740933,50.0,55.0,77.0,9.256553133144958,147,225.0,254.02072538860102,253.0,287.0,345,42.05068352461989,0.06921934925151553,,0.28924904119757516,0.09272547321539032,16.84627405
118,2020,25322,GUASCA,825,16934,0.0487,2489,1829,4804,1614,2020,25322,29,47.0,52.27272727272727,52.0,58.25,79,9.029130346007571,17,45.0,52.86931818181818,53.0,60.0,82,10.660472870289656,26,42.75,49.01704545454545,49.5,54.0,72,8.835948930731405,25,41.0,47.96022727272727,48.0,55.0,75,10.221747569599994,30.0,40.0,45.53977272727273,45.0,51.0,82.0,8.302055370606931,154,226.0,250.67613636363637,245.5,278.0,375,40.85574201803409,0.14698240226762727,0.10800755875752924,0.28368961851895597,0.09531120822014881,16.84627405
120,2019,25324,GUATAQUI,75,2811,0.0267,642,410,,349,2019,25324,31,43.0,48.26315789473684,48.0,52.5,76,9.965730754625284,33,42.5,45.1578947368421,47.0,49.0,54,6.048536626460767,33,38.5,43.8421052631579,44.0,46.5,59,6.890114963520299,33,36.0,42.31578947368421,39.0,47.0,56,7.710401571751034,30.0,35.5,40.26315789473684,39.0,43.0,58.0,7.178997959040414,172,197.5,222.68421052631578,222.0,239.0,290,31.89749664781957,0.22838847385272146,0.14585556741373176,,0.12415510494485948,63.19152087
121,2020,25324,GUATAQUI,47,2772,0.017,674,437,760,369,2020,25324,30,43.0,49.36842105263158,51.0,56.0,68,10.062087956040125,26,41.0,47.05263157894737,48.0,54.0,65,10.151484205718264,31,40.0,45.94736842105263,44.0,52.0,68,9.40138101090902,30,39.5,45.1578947368421,44.0,50.0,66,10.61059825465263,32.0,39.5,43.10526315789474,42.0,47.0,57.0,5.961867127764826,149,209.5,232.94736842105263,228.0,268.0,294,41.224956955991985,0.24314574314574314,0.15764790764790765,0.2741702741702742,0.1331168831168831,63.19152087
123,2019,25326,GUATAVITA,352,6561,0.0537,793,612,2551,102,2019,25326,29,49.0,53.2972972972973,53.0,59.0,76,8.9193183131155,25,48.25,53.567567567567565,55.0,60.75,75,10.507767617509975,31,43.25,49.87837837837838,50.0,55.0,75,8.967143530006938,27,41.0,48.189189189189186,48.0,56.75,74,11.170749077390402,27.0,39.25,48.33783783783784,49.0,55.0,73.0,10.13913755353519,143,232.25,255.04054054054055,254.0,284.75,359,43.10021427947534,0.12086572168876696,0.09327846364883402,0.38881268099375094,0.015546410608139003,26.26988432
124,2020,25326,GUATAVITA,307,6811,0.0451,844,625,2703,104,2020,25326,34,47.0,51.98684210526316,51.0,58.5,70,8.840050408683773,29,47.75,54.80263157894737,55.0,62.0,79,10.135113532456826,35,44.75,51.03947368421053,50.5,57.25,69,8.437125560242553,30,41.75,49.86842105263158,51.0,58.0,76,10.368339121592758,32.0,40.75,46.828947368421055,46.0,51.0,67.0,8.815725582381727,172,227.25,257.60526315789474,252.5,287.25,354,41.67111835868049,0.12391719277639113,0.09176332403464983,0.3968580237850536,0.015269417119365731,26.26988432
126,2019,25328,GUAYABAL DE SIQUIMA,89,4587,0.0194,414,313,1381,449,2019,25328,36,43.0,51.13513513513514,51.0,58.0,69,9.201938691149582,34,44.0,50.810810810810814,49.0,58.0,82,10.06599842660053,30,39.0,46.270270270270274,45.0,54.0,70,9.142843736583906,27,37.0,45.810810810810814,45.0,53.0,73,10.624494335255672,26.0,38.0,44.08108108108108,41.0,48.0,75.0,11.128987121672589,180,212.0,240.94594594594594,243.0,268.0,338,41.043977732526216,0.09025506867233486,0.06823632003488118,0.3010682363200349,0.09788532810115544,39.20000755
127,2020,25328,GUAYABAL DE SIQUIMA,116,4743,0.0245,416,314,1833,466,2020,25328,30,45.0,49.98148148148148,51.0,56.0,67,8.941087563624759,23,42.25,47.333333333333336,47.5,52.0,69,8.371109346921305,28,41.25,45.648148148148145,46.0,51.25,64,8.094156772909113,29,42.0,47.48148148148148,47.5,54.0,63,8.945834364707558,30.0,39.0,43.407407407407405,44.5,47.75,60.0,6.332064310685818,162,214.75,236.46296296296296,240.5,257.0,315,34.00039564862081,0.08770820156019397,0.06620282521610794,0.3864642631246047,0.09825005270925574,39.20000755
129,2019,25335,GUAYABETAL,209,6485,0.0322,,,1555,432,2019,25335,30,44.0,49.82716049382716,48.0,56.0,70,8.760408271674315,18,42.0,47.93827160493827,48.0,55.0,69,10.024152930562693,27,39.0,43.74074074074074,44.0,48.0,60,6.987091272084863,27,35.0,42.75308641975309,41.0,51.0,65,10.009409153638304,24.0,35.0,41.76543209876543,42.0,48.0,60.0,9.136836986805486,149,201.0,228.64197530864197,230.0,257.0,311,36.628987374064586,,,0.23978411719352352,0.06661526599845798,30.96849801
130,2020,25335,GUAYABETAL,233,6744,0.0345,,,1609,436,2020,25335,29,44.0,48.69387755102041,50.0,54.0,65,8.119431634543592,32,40.0,47.87755102040816,48.0,54.0,66,9.017650869870954,24,41.0,45.857142857142854,45.0,53.0,61,8.258833654538234,25,37.0,43.91836734693877,44.0,49.0,62,9.059609848787359,30.0,39.0,42.46938775510204,42.0,46.0,59.0,5.824166753051199,169,205.0,231.3265306122449,233.0,254.0,290,33.60579547929074,,,0.23858244365361803,0.06465005931198102,30.96849801
132,2019,25339,GUTIERREZ,76,3478,0.0219,345,296,1215,,2019,25339,34,43.5,48.4,47.0,52.5,71,9.530755170375908,23,37.0,43.6,40.0,53.0,65,10.50826005634447,29,38.5,43.57142857142857,43.0,49.0,59,8.392173224414009,25,37.5,42.91428571428571,40.0,46.0,65,10.120949236379863,23.0,33.5,38.285714285714285,38.0,43.0,51.0,7.322694090257752,160,186.5,220.62857142857143,209.0,243.0,314,41.631496641425734,0.09919493962047153,0.0851063829787234,0.3493387004025302,,9.391886621
133,2020,25339,GUTIERREZ,45,3567,0.0126,352,301,1239,,2020,25339,34,42.0,47.07692307692308,46.0,52.0,63,7.371297876810022,31,39.5,47.84615384615385,47.0,54.5,73,9.19249826170764,34,42.0,46.43589743589744,47.0,50.5,60,6.1292863489233795,28,37.0,42.56410256410256,43.0,47.0,60,8.223185679895956,31.0,35.0,40.1025641025641,40.0,43.5,55.0,5.793802822594025,169,207.0,227.66666666666666,226.0,240.5,312,30.565144694168207,0.09868236613400616,0.08438463694981778,0.3473507148864592,,9.391886621
135,2019,25368,JERUSALEN,50,2283,0.0219,400,297,277,260,2019,25368,30,40.0,46.83870967741935,44.0,56.0,66,10.739636164518634,24,34.5,45.903225806451616,41.0,56.0,75,13.585175348419755,29,35.5,44.74193548387097,45.0,51.0,71,10.945220393503531,27,32.5,41.45161290322581,38.0,48.0,72,12.638139920303196,24.0,34.0,39.774193548387096,37.0,46.0,59.0,9.583700320228976,156,179.0,221.6451612903226,203.0,253.5,334,53.95402264094667,0.17520805957074026,0.13009198423127463,0.12133158125273763,0.11388523872098116,52.00015176
136,2020,25368,JERUSALEN,23,2315,0.0099,407,301,944,306,2020,25368,34,45.0,51.142857142857146,50.0,57.0,65,8.673440576182639,34,48.0,54.095238095238095,56.0,62.0,66,10.33394775439068,29,46.0,50.0,49.0,57.0,63,9.181503144910424,31,40.0,47.04761904761905,49.0,55.0,63,9.562824846645423,31.0,38.0,41.904761904761905,41.0,46.0,58.0,6.564333644055289,167,229.0,249.57142857142858,251.0,274.0,310,40.055675538644245,0.1758099352051836,0.13002159827213822,0.40777537796976243,0.13218142548596112,52.00015176
138,2019,25372,JUNIN,83,5920,0.014,292,291,866,317,2019,25372,29,44.5,51.04477611940298,51.0,58.5,69,9.197220983142376,22,43.0,49.82089552238806,51.0,56.5,71,10.368842273608932,26,41.0,47.88059701492537,49.0,53.0,67,9.074643975084445,22,38.5,47.64179104477612,49.0,55.0,100,12.467778461853497,27.0,37.5,44.82089552238806,43.0,52.0,70.0,10.111387779244367,138,211.0,243.88059701492537,246.0,274.0,369,45.38539425585488,0.04932432432432433,0.0491554054054054,0.1462837837837838,0.0535472972972973,33.63787547
139,2020,25372,JUNIN,148,6074,0.0244,306,283,3158,386,2020,25372,31,43.0,49.323076923076925,49.0,55.0,70,8.734106444543448,26,39.0,46.707692307692305,46.0,54.0,71,10.872446649850536,30,38.0,45.738461538461536,46.0,51.0,66,9.023020771679175,24,35.0,45.44615384615385,44.0,53.0,71,11.058128753928557,30.0,36.0,40.01538461538462,39.0,44.0,56.0,5.721375238121043,144,205.0,231.33846153846153,227.0,251.0,341,40.69216636953793,0.05037866315442871,0.04659203161014159,0.5199209746460323,0.06354955548238393,33.63787547
